symbol,desc,dt,attchmntFile,sm_name,sm_isin,an_dt,sort_date,seq_id,smIndustry,orgid,attchmntText,bflag,old_new,csvName,exchdisstime,difference
ABNINT,Trading Window-XBRL,01-Apr-2025 16:58:52,https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1407017_01042025045851_WEB.xml,A B N Intercorp Limited,nan,01-Apr-2025 16:58:52,2025-04-01 16:58:52,nan,nan,nan,A B N INTERCORP LIMITED has informed the Exchange about Closure of Trading Window,nan,nan,nan,01-Apr-2025 16:58:53,00:00:01
ABNINT,Trading Window,01-Apr-2025 16:50:45,https://nsearchives.nseindia.com/corporate/ABNINT_01042025164746_ABNTradingwindowClosure.pdf,A B N Intercorp Limited,nan,01-Apr-2025 16:50:45,2025-04-01 16:50:45,nan,nan,nan,"A B N Intercorp Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",nan,nan,nan,01-Apr-2025 16:50:46,00:00:01
symbol,desc,dt,attchmntFile,sm_name,sm_isin,an_dt,sort_date,seq_id,smIndustry,orgid,attchmntText,bflag,old_new,csvName,exchdisstime,difference
JEYYAM,Quarterly Compliance Report on Corporate governance - within 21 days from the end of the quarter,09-Apr-2025 12:55:41,https://nsearchives.nseindia.com/corporate/JEYYAMGLOBAL_09042025125405_Jeyyam_CG_Na_signed.pdf,Jeyyam Global Foods Limited,nan,09-Apr-2025 12:55:41,2025-04-09 12:55:41,nan,nan,nan,Jeyyam Global Foods Limited has informed regarding Submission of the non- applicability of Corporate Governance report for the Quarter ending March 31 2025.,nan,nan,nan,09-Apr-2025 12:55:42,00:00:01
symbol,desc,dt,attchmntFile,sm_name,sm_isin,an_dt,sort_date,seq_id,smIndustry,orgid,attchmntText,bflag,old_new,csvName,exchdisstime,difference
SHREEOSFM,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",09-Apr-2025 13:01:01,https://nsearchives.nseindia.com/corporate/SHREEOFSM_09042025130050_NSEReconciliation31032025.pdf,Shree OSFM E-Mobility Limited,nan,09-Apr-2025 13:01:01,2025-04-09 13:01:01,nan,nan,nan,"Shree OSFM E-Mobility Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,09-Apr-2025 13:01:01,00:00:00
symbol,desc,dt,attchmntFile,sm_name,sm_isin,an_dt,sort_date,seq_id,smIndustry,orgid,attchmntText,bflag,old_new,csvName,exchdisstime,difference
RAPPID,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",09-Apr-2025 13:19:23,https://nsearchives.nseindia.com/corporate/RAPPID_09042025131423_Rappid_Reg_74_5__SEBI_DP_signed.pdf,Rappid Valves (India) Limited,nan,09-Apr-2025 13:19:23,2025-04-09 13:19:23,nan,nan,nan,"Rappid Valves (India) Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018 for the half year and year ended 31st March 2025",nan,nan,nan,09-Apr-2025 13:19:24,00:00:01
symbol,desc,dt,attchmntFile,sm_name,sm_isin,an_dt,sort_date,seq_id,smIndustry,orgid,attchmntText,bflag,old_new,csvName,exchdisstime,difference
INNOMET,Updates,09-Apr-2025 13:21:23,https://nsearchives.nseindia.com/corporate/INNOMET_09042025132109_090425IAMLIntimationOrder.pdf,Innomet Advanced Materials Limited,nan,09-Apr-2025 13:21:23,2025-04-09 13:21:23,nan,nan,nan,"Innomet Advanced Materials Limited has informed the Exchange regarding 'Disclosure under Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements)Regulations, 2015'.",nan,nan,nan,09-Apr-2025 13:21:23,00:00:00
symbol,desc,dt,attchmntFile,sm_name,sm_isin,an_dt,sort_date,seq_id,smIndustry,orgid,attchmntText,bflag,old_new,csvName,exchdisstime,difference
INNOMET,Analysts/Institutional Investor Meet/Con. Call Updates,09-Apr-2025 13:29:43,https://nsearchives.nseindia.com/corporate/INNOMET_09042025132931_090425IAMLOutcomeInvestorMeet.pdf,Innomet Advanced Materials Limited,nan,09-Apr-2025 13:29:43,2025-04-09 13:29:43,nan,nan,nan,Innomet Advanced Materials Limited has informed the Exchange about Outcome of Investor Meet,nan,nan,nan,09-Apr-2025 13:29:44,00:00:01
symbol,desc,dt,attchmntFile,sm_name,sm_isin,an_dt,sort_date,seq_id,smIndustry,orgid,attchmntText,bflag,old_new,csvName,exchdisstime,difference
ALLETEC,Disclosure of material issue,09-Apr-2025 14:16:41,https://nsearchives.nseindia.com/corporate/ALLETECH_09042025141231_Intimation_under_Regulation_30.pdf,All E Technologies Limited,nan,09-Apr-2025 14:16:41,2025-04-09 14:16:41,nan,nan,nan,"All E Technologies Limited has informed regarding Disclosure of material issue of Incorporation of a 100% Owned Subsidiary Company in Dubai, UAE.",nan,nan,nan,09-Apr-2025 14:16:41,00:00:00
symbol,desc,dt,attchmntFile,sm_name,sm_isin,an_dt,sort_date,seq_id,smIndustry,orgid,attchmntText,bflag,old_new,csvName,exchdisstime,difference
SHREEKARNI,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",09-Apr-2025 14:23:58,https://nsearchives.nseindia.com/corporate/SHREEKARNI_09042025142349_RTA-Certificate_74__5_.pdf,Shree Karni Fabcom Limited,nan,09-Apr-2025 14:23:58,2025-04-09 14:23:58,nan,nan,nan,"Shree Karni Fabcom Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,09-Apr-2025 14:23:59,00:00:01
CGRAPHICS,Quarterly Compliance Report on Corporate governance - within 21 days from the end of the quarter,09-Apr-2025 14:23:20,https://nsearchives.nseindia.com/corporate/CREATIVEGRAPHICS_09042025142302_Reg_272nonapplicabilitycertificate.pdf,Creative Graphics Solutions India Limited,nan,09-Apr-2025 14:23:20,2025-04-09 14:23:20,nan,nan,nan,Creative Graphics Solutions India Limited has informed regarding Submission of the Compliance Report on Corporate Governance for the Q4 FY 2024-25,nan,nan,nan,09-Apr-2025 14:23:21,00:00:01
symbol,desc,dt,attchmntFile,sm_name,sm_isin,an_dt,sort_date,seq_id,smIndustry,orgid,attchmntText,bflag,old_new,csvName,exchdisstime,difference
SATECH,Analysts/Institutional Investor Meet/Con. Call Updates,09-Apr-2025 14:34:42,https://nsearchives.nseindia.com/corporate/SATECH_09042025143419_PostMeetingAnnouncementsign.pdf,S A Tech Software India Limited,nan,09-Apr-2025 14:34:42,2025-04-09 14:34:42,nan,nan,nan,S A Tech Software India Limited has informed the Exchange about Outcome of Meeting,nan,nan,nan,09-Apr-2025 14:34:43,00:00:01
