symbol,desc,dt,attchmntFile,sm_name,sm_isin,an_dt,sort_date,seq_id,smIndustry,orgid,attchmntText,bflag,old_new,csvName,exchdisstime,difference,fileSize
ASTRON,Reply to Clarification- Financial results,04072025155326,https://nsearchives.nseindia.com/corporate/ASTRON_26062025144419_Financial_Results_-December_2024_ocr.pdf,Astron Paper & Board Mill Limited,INE646X01014,04-Jul-2025 15:53:26,2025-07-04 15:53:26,106290015,nan,nan,"The Exchange had sought clarification from Astron Paper & Board Mill Limited for the quarter ended 31-Dec-2024 with respect to Regulation 33 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015. On basis of above the Company was required to clarify the following:   -1. Limited Review Report/ Independent Auditor's Report is not in the format prescribed by SEBI The response of the Company is enclosed.",nan,nan,nan,04-Jul-2025 15:53:26,00:00:00,15.19 MB
HAPPSTMNDS,Notice Of Shareholders Meetings-XBRL,04072025155204,https://nsearchives.nseindia.com/corporate/xbrl/NOTICE_OF_SHAREHOLDERS_MEETINGS_1477306_04072025035203_WEB.xml,Happiest Minds Technologies Limited,INE419U01012,04-Jul-2025 15:52:04,2025-07-04 15:52:04,106290014,nan,nan,Happiest Minds Technologies Limited has informed the Exchange about Notice of Shareholders Meeting for Annual General Meeting to be held on 29-Jul-2025,nan,nan,nan,04-Jul-2025 15:52:05,00:00:01,26 KB
ASHOKAMET,Amendment to AOA/MOA,04072025155011,https://nsearchives.nseindia.com/corporate/AML_04072025154934_Reg30AuthoCapital04072025Ashoka.pdf,Ashoka Metcast Limited,INE760Y01011,04-Jul-2025 15:50:11,2025-07-04 15:50:11,106290012,nan,nan,Ashoka Metcast Limited has informed the Exchange regarding the Amendment to AOA/MOA of the company.,nan,nan,nan,04-Jul-2025 15:50:12,00:00:01,451 KB
ALKEM,Copy of Newspaper Publication,04072025154830,https://nsearchives.nseindia.com/corporate/ALKEM_04072025154813_NewspaperIntimationtoSEsigned.pdf,Alkem Laboratories Limited,INE540L01014,04-Jul-2025 15:48:30,2025-07-04 15:48:30,106290011,nan,nan,Alkem Laboratories Limited has informed the Exchange about Copy of Newspaper Publication,nan,nan,nan,04-Jul-2025 15:48:31,00:00:01,7.38 MB
KSHITIJPOL,Copy of Newspaper Publication,04072025154738,https://nsearchives.nseindia.com/corporate/KSHITIJPOL_04072025154726_NPAdvsd.pdf,Kshitij Polyline Limited,IN0000000000,04-Jul-2025 15:47:38,2025-07-04 15:47:38,106290010,nan,nan,Kshitij Polyline Limited has informed the Exchange about Copy of Newspaper Publication of the Postal Ballot Notice for considering the appointment of Mr. Rajesh Pherwani as an Independent Director.,nan,nan,nan,04-Jul-2025 15:47:39,00:00:01,3.71 MB
BLAL,Disclosure under SEBI Takeover Regulations,04072025154729,https://nsearchives.nseindia.com/corporate/team_bbodade_04072025153027_BLAL.pdf,BEML Land Assets Limited,INE0N7W01012,04-Jul-2025 15:47:29,2025-07-04 15:47:29,106289987,nan,nan,"Beml Land Assets Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011",nan,nan,nan,04-Jul-2025 15:47:29,00:00:00,377 KB
REPRO,Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,04072025154718,https://nsearchives.nseindia.com/corporate/xbrl/CIM_59054_1477301_04072025034718_WEB.xml,Repro India Limited,INE461B01014,04-Jul-2025 15:47:18,2025-07-04 15:47:18,106290008,Printing And Publishing,nan,REPRO INDIA LIMITED has informed the Exchange about Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,nan,nan,nan,04-Jul-2025 15:47:20,00:00:02,4 KB
MANKIND,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",04072025154628,https://nsearchives.nseindia.com/corporate/MANKIND2_04072025154617_Reg_745_04072025.pdf,Mankind Pharma Limited,INE634S01028,04-Jul-2025 15:46:28,2025-07-04 15:46:28,106290007,nan,nan,"Mankind Pharma Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,04-Jul-2025 15:46:30,00:00:02,556 KB
INDIGO,General Updates,04072025154412,https://nsearchives.nseindia.com/corporate/Indigo1_04072025154346_Disclosure_04072025.pdf,InterGlobe Aviation Limited,INE646L01027,04-Jul-2025 15:44:12,2025-07-04 15:44:12,106290006,nan,nan,InterGlobe Aviation Limited has informed the Exchange about allotment of ESOPs.,nan,nan,nan,04-Jul-2025 15:44:14,00:00:02,413 KB
CAPTRUST,Press Release,04072025154355,https://nsearchives.nseindia.com/corporate/CAPTRUST_04072025154242_covering_letter_and_press_release.pdf,Capital Trust Limited,INE707C01018,04-Jul-2025 15:43:55,2025-07-04 15:43:55,106290005,nan,nan,"Capital Trust Limited has informed the Exchange regarding a press release dated July 04, 2025, titled ""Capital Trust Limited Partners with CBV Ventures to Power Credit Enablement for FMCG Distribution Hubs and Retailers"".",nan,nan,nan,04-Jul-2025 15:43:56,00:00:01,337 KB
MICEL,General Updates,04072025154355,https://nsearchives.nseindia.com/corporate/MICEL_04072025154339_Q1_Results_MIC_2025-26.pdf,MIC Electronics Limited,INE287C01037,04-Jul-2025 15:43:55,2025-07-04 15:43:55,106290004,nan,nan,MIC Electronics Limited has informed the Exchange about General Updates,nan,nan,nan,04-Jul-2025 15:43:56,00:00:01,10.85 MB
JBCHEPHARM,Public Announcement-Open Offer,04072025154244,https://nsearchives.nseindia.com/corporate/team_bbodade_04072025152222_JBCHEPHARM.pdf,JB Chemicals & Pharmaceuticals Limited,INE572A01028,04-Jul-2025 15:42:44,2025-07-04 15:42:44,106289976,Pharmaceuticals,nan,"NovaaOne Capital Private Ltd has submitted to  the Exchange a copy of Detailed public statement in terms of Regulations 3(1) and 4 Read with Regulations 13(4), 14 (3) and 15(2) and other applicable regulations of the securities and Exchange Board of India (SAST) Regulations, 2011 , as amended, to the eligible shareholders  ( as defined below) of the company.",nan,nan,nan,04-Jul-2025 15:42:45,00:00:01,16.53 MB
DEVYANI,Rumour Verification - Regulation 30(11),04072025154128,https://nsearchives.nseindia.com/corporate/DEVYANI_04072025153853_SE_Intimation_Clarification_04072025_sd.pdf,Devyani International Limited,INE872J01023,04-Jul-2025 15:41:28,2025-07-04 15:41:28,106290002,nan,nan,Devyani International Limited has informed the Exchange about Rumour Verification - Regulation 30(11),nan,nan,nan,04-Jul-2025 15:41:29,00:00:01,317 KB
HAPPSTMNDS,Updates,04072025154120,https://nsearchives.nseindia.com/corporate/suhask_04072025154042_HMIntimationonTaxdeductiononDividend04072025.pdf,Happiest Minds Technologies Limited,INE419U01012,04-Jul-2025 15:41:20,2025-07-04 15:41:20,106290000,nan,nan,Happiest Minds Technologies Limited has informed the Exchange regarding 'Communication to Shareholders   Intimation on Tax Deduction on Dividend'.,nan,nan,nan,04-Jul-2025 15:41:21,00:00:01,558 KB
ATUL,Copy of Newspaper Publication,04072025154115,https://nsearchives.nseindia.com/corporate/ATUL1_04072025154030_Intimation.pdf,Atul Limited,INE100A01010,04-Jul-2025 15:41:15,2025-07-04 15:41:15,106289998,Chemicals - Speciality,nan,Atul Limited has informed the Exchange about Copy of Newspaper Publication,nan,nan,nan,04-Jul-2025 15:41:16,00:00:01,666 KB
OLECTRA,Outcome of Board Meeting,04072025153956,https://nsearchives.nseindia.com/corporate/OLECTRA_04072025153815_BM_OUTCOME_04072025.pdf,Olectra Greentech Limited,INE260D01016,04-Jul-2025 15:39:56,2025-07-04 15:39:56,106289997,nan,nan,"Olectra Greentech Limited has informed the Exchange regarding  Board meeting held on July 04, 2025.",nan,nan,nan,04-Jul-2025 15:39:57,00:00:01,3.47 MB
ASHOKAMET,Outcome of Board Meeting,04072025153929,https://nsearchives.nseindia.com/corporate/AML_04072025153900_BMOutcome04072025Ashoka.pdf,Ashoka Metcast Limited,INE760Y01011,04-Jul-2025 15:39:29,2025-07-04 15:39:29,106289996,nan,nan,"Ashoka Metcast Limited has informed the Exchange regarding  Board meeting held on July 04, 2025.",nan,nan,nan,04-Jul-2025 15:39:31,00:00:02,493 KB
REPRO,Change in Director(s),04072025153802,https://nsearchives.nseindia.com/corporate/REPRO_04072025153754_Intimation_Appointment_of_ID.pdf,Repro India Limited,INE461B01014,04-Jul-2025 15:38:02,2025-07-04 15:38:02,106289995,Printing And Publishing,nan,Repro India Limited has informed the Exchange regarding Change in Director(s) of the company.,nan,nan,nan,04-Jul-2025 15:38:04,00:00:02,174 KB
NAHARSPING,Updates,04072025153729,https://nsearchives.nseindia.com/corporate/NAHARSPING_04072025153656_DEMATREPORTFORTHEMONTHOFJUNE2025SPINNING.pdf,Nahar Spinning Mills Limited,INE290A01027,04-Jul-2025 15:37:29,2025-07-04 15:37:29,106289994,Textiles - Synthetic,nan,"Nahar Spinning Mills Limited has informed the Exchange regarding 'DEMAT REPORT FOR THE MONTH OF JUNE, 2025'.",nan,nan,nan,04-Jul-2025 15:37:30,00:00:01,1.12 MB
REPRO,Appointment,04072025153547,https://nsearchives.nseindia.com/corporate/REPRO_04072025153453_Intimation_Appointment_of_ID.pdf,Repro India Limited,INE461B01014,04-Jul-2025 15:35:47,2025-07-04 15:35:47,106289993,Printing And Publishing,nan,"Repro India Limited has informed the Exchange regarding Appointment of Mr Sanjay Asher as Non- Executive Independent Director of the company w.e.f. July 04, 2025.",nan,nan,nan,04-Jul-2025 15:35:48,00:00:01,174 KB
SUPERHOUSE,Structural Digital Database,04072025153513,https://nsearchives.nseindia.com/corporate/share_04072025153328_ComplianceCertificateSDDJULY2025.pdf,Superhouse Limited,INE712B01010,04-Jul-2025 15:35:13,2025-07-04 15:35:13,106289992,nan,nan,"Structural Digital Database for the quarter ended 30th June, 2025",nan,nan,nan,04-Jul-2025 15:35:14,00:00:01,369 KB
3PLAND,Copy of Newspaper Publication,04072025153120,https://nsearchives.nseindia.com/corporate/3PLAND_04072025152804_LtrJWP23NewspaperClipsAGMNotice.pdf,3P Land Holdings Limited,INE105C01023,04-Jul-2025 15:31:20,2025-07-04 15:31:20,106289990,nan,nan,"3P Land Holdings Limited has informed the Exchange about Copy of Newspaper Publication for AGM Notice in Financial express in English Language and in Loksatta in Marathi language published on 04th July, 2025",nan,nan,nan,04-Jul-2025 15:31:20,00:00:00,996 KB
SUPERHOUSE,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",04072025153050,https://nsearchives.nseindia.com/corporate/share_04072025152943_04072025Regulation74.pdf,Superhouse Limited,INE712B01010,04-Jul-2025 15:30:50,2025-07-04 15:30:50,106289989,nan,nan,"Superhouse Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,04-Jul-2025 15:30:51,00:00:01,434 KB
GPTINFRA,Press Release,04072025153048,https://nsearchives.nseindia.com/corporate/GPTINFRA_04072025153016_Press_Release_intimationContract_win13_crore_July_25SGD.pdf,GPT Infraprojects Limited,INE390G01014,04-Jul-2025 15:30:48,2025-07-04 15:30:48,106289988,nan,nan,"GPT Infraprojects Limited has informed the Exchange regarding a press release dated July 04, 2025, titled ""GPT Infraprojects Limited has informed the Exchange regarding a press release dated July 4, 2025, titled ""Bagging/Receiving of orders/contracts worth &#8377; 13 Crores""."".",nan,nan,nan,04-Jul-2025 15:30:48,00:00:00,220 KB
DEVYANI,Copy of Newspaper Publication,04072025153006,https://nsearchives.nseindia.com/corporate/DEVYANI_04072025152936_DIL_pre-dispatch_adv_merged_DSC.pdf,Devyani International Limited,INE872J01023,04-Jul-2025 15:30:06,2025-07-04 15:30:06,106289986,nan,nan,Devyani International Limited has informed the Exchange about Copy of Newspaper Publication,nan,nan,nan,04-Jul-2025 15:30:07,00:00:01,11.84 MB
GLAXO,Board Meeting Intimation,04072025152903,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_59052_1477288_04072025032902_WEB.xml,GlaxoSmithKline Pharmaceuticals Limited,INE159A01016,04-Jul-2025 15:29:03,2025-07-04 15:29:03,106289984,Pharmaceuticals,nan,GlaxoSmithKline Pharmaceuticals Limited has informed the Exchange about Board Meeting to be held on 01-Aug-2025 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2025 .,nan,nan,nan,04-Jul-2025 15:29:04,00:00:01,2 KB
AGIIL,Copy of Newspaper Publication,04072025152830,https://nsearchives.nseindia.com/corporate/AGIINFRA_04072025152704_NewpapersCuttings.pdf,Agi Infra Limited,INE976R01017,04-Jul-2025 15:28:30,2025-07-04 15:28:30,106289983,nan,nan,Agi Infra Limited has informed the Exchange about Copy of Newspaper Publication,nan,nan,nan,04-Jul-2025 15:28:31,00:00:01,4.95 MB
SUNDARMFIN,Updates,04072025152826,https://nsearchives.nseindia.com/corporate/SUNDARMFIN_04072025152801_sdClarificationletterdividend.pdf,Sundaram Finance Limited,INE660A01013,04-Jul-2025 15:28:26,2025-07-04 15:28:26,106289982,Finance,nan,Sundaram Finance Limited has informed the Exchange regarding 'Record Date for the payment of final dividend for the Financial Year 2024-25'.,nan,nan,nan,04-Jul-2025 15:28:26,00:00:00,2.82 MB
INCREDIBLE,Updates,04072025152404,https://nsearchives.nseindia.com/corporate/INCREDIBLE_04072025152348_Compliance_Certificate_under_reg_74_5_IIL_30062025.pdf,INCREDIBLE INDUSTRIES LIMITED,INE452L01012,04-Jul-2025 15:24:04,2025-07-04 15:24:04,106289977,nan,nan,"INCREDIBLE INDUSTRIES LIMITED has informed the Exchange regarding 'Certificate under Regulation 74(5) of the SEBI (Depositories and Participants) Regulations, 2018 for the quarter ended June 30, 2025.'.",nan,nan,nan,04-Jul-2025 15:24:05,00:00:01,832 KB
ALEMBICLTD,Record Date,04072025152206,https://nsearchives.nseindia.com/corporate/ALEMBICLTD_04072025151153_SE_Intimation_of_Record_Date.pdf,Alembic Limited,INE426A01027,04-Jul-2025 15:22:06,2025-07-04 15:22:06,106289973,Pharmaceuticals,nan,Alembic Limited has informed the Exchange that Record date for the purpose of Dividend  is 05-Aug-2025.,nan,nan,nan,04-Jul-2025 15:22:08,00:00:02,450 KB
ASKAUTOLTD,Board Meeting Intimation,04072025152057,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_59050_1477282_04072025032056_WEB.xml,ASK Automotive Limited,INE491J01022,04-Jul-2025 15:20:57,2025-07-04 15:20:57,106289971,nan,nan,ASK AUTOMOTIVE LIMITED has informed the Exchange about Board Meeting to be held on 29-Jul-2025 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2025 and Other business.,nan,nan,nan,04-Jul-2025 15:20:58,00:00:01,3 KB
BHARATGEAR,Updates,04072025152043,https://nsearchives.nseindia.com/corporate/BHARATGEAR_04072025152014_NSE.pdf,Bharat Gears Limited,INE561C01019,04-Jul-2025 15:20:43,2025-07-04 15:20:43,106289970,Auto Ancillaries,nan,"Bharat Gears Limited has informed the Exchange regarding 'Compliance of Regulation 36(1)(b) of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015'.Pursuant to Regulation 36(1)(b) of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, a web-link, including the exact path, where complete details of the Annual Report must be sent to the member(s) who have not registered their e-mail address(es) either with the Company or with any Depository or Registrar and Share Transfer Agent (RTA) of the Company. In this regard, please find enclosed herewith letter containing the web-link, including the exact path for accessing the Notice of 53rd Annual General Meeting and Annual Report for the Financial Year 2024-25 of the Company, which has been sent to members(s) who have not registered their e-mail address(es) either with the Company or with any Depository or its Registrar and Share Transfer Agent (RTA).The above information is also available on the website of the Company at https://bharatgears.com/.You are requested to take the same on your records.",nan,nan,nan,04-Jul-2025 15:20:44,00:00:01,693 KB
EIDPARRY,Copy of Newspaper Publication,04072025152008,https://nsearchives.nseindia.com/corporate/EIDPARRY1_04072025151219_SENewspaperBeforeDispatchSd.pdf,EID Parry India Limited,INE126A01023,04-Jul-2025 15:20:08,2025-07-04 15:20:08,106289969,Sugar,nan,EID Parry India Limited has informed the Exchange about Copy of Newspaper Publication,nan,nan,nan,04-Jul-2025 15:20:09,00:00:01,1.33 MB
PVSL,Analysts/Institutional Investor Meet/Con. Call Updates,04072025151950,https://nsearchives.nseindia.com/corporate/9072530155_04072025151713_DisclosureofinvestormeetSD.pdf,Popular Vehicles and Services Limited,INE772T01024,04-Jul-2025 15:19:50,2025-07-04 15:19:50,106289968,nan,nan,Popular Vehicles and Services Limited has informed the Exchange about Schedule of meet,nan,nan,nan,04-Jul-2025 15:19:52,00:00:02,257 KB
SIEMENS,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",04072025151909,https://nsearchives.nseindia.com/corporate/SiemensRaj_04072025151848_SE_Disclosure.pdf,Siemens Limited,INE003A01024,04-Jul-2025 15:19:09,2025-07-04 15:19:09,106289967,Electrical Equipment,nan,"Siemens Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,04-Jul-2025 15:19:11,00:00:02,122 KB
GODHA,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",04072025151642,https://nsearchives.nseindia.com/corporate/GODHA_04072025151631_74_5_.pdf,Godha Cabcon & Insulation Limited,INE925Y01010,04-Jul-2025 15:16:42,2025-07-04 15:16:42,106289963,nan,nan,"Godha Cabcon & Insulation Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,04-Jul-2025 15:16:43,00:00:01,685 KB
ORIENTPPR,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",04072025151608,https://nsearchives.nseindia.com/corporate/ORIENTPPR_04072025151538_Letter74_5_.pdf,Orient Paper & Industries Limited,INE592A01026,04-Jul-2025 15:16:08,2025-07-04 15:16:08,106289962,Cement And Cement Products,nan,"Orient Paper & Industries Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,04-Jul-2025 15:16:09,00:00:01,1.26 MB
